ID,commentText
22019,Good gawd FOX leave us gamers alone
22020,Lol aus gets all those games they said we didn't
22021,Surprised Resident Evil 5 wasn't in here. Because apparently it is racist for a spec ops agent to shoot zombies if the zombies happen to be black and he happens to be white
22022,"I'll admit, GTA is such an unnecessarily crass game, uncultured gaming at its finest. And I'll admit I was extremely unsettled by the MW2 civilian massacring. There was absolutely no reason for that to be the way it was and it was indeed a step too far. So unlike some gamers I believe their is a point where you have gone too far but stuff like Mortal Kombat being too violent is just ridiculous."
22023,I loved manhunt series... very solid games.
22024,I HATE how people blame CoD and all the other FPS for people killing in real life
22025,"People need to understand that a video game is a video game, It allows people to escape the real world and blow off some steam and have fun, Howeverpeople think its the video games that make people do these things. Video games do not but a real gun in your hand and pull the trigger, Everyone has a choice you do it everyday, If someone wants to shoot someone or murder them, Its there choice it has nothing to do with video games, I have been playing 18+ games since I was a young age, And I grew up just fine because I knew the difference between right and wrong. People just need to pull there heads out of there ass."
22026,someone at watchmojo has a big chubby for night trap.
22027,oh common
22028,"Oh no i can choose to shoot theese civilians in a game i have to be 18 to buy, oh nooo now im gonna pee my pants and shoot some real people, because thats how it works... I just dont get it. If ""we"" are so fast to pick up on anything that we see in games, why dont they use it for education, lets do math in some school vidio games, and we will probably go do ""real"" math. It dosent work that way, c'mon."
22029,"Mass Effect -shows a little side boob, 1 minute long,requires you to beat the 60 hour game to get to it, requires you to be 18 to the buy the game AKA old enough to be fucking others yourself.
Watching a real girl getting fucked by 7 dicks at once -takes 2 minutes on the internet, requires no pay wall or age verification.
6 days in Fallujah- told to fuckoff by the media whilst it was commissioned and requested by the poor soldiers themselves who were actually in the battle.
News casts FUCK YOU your a bunch of ignorant shits who are talking about making money off of sex and war when you make up stories, exploit humans choices andcelebrity lives, andACTUALY MAKE MONEY OFF OF SEX AND WAR."
22030,i usually replay that no Russian mission when i need to blow off some steam....so...ya suck it fox news!! muahahahahahaha!!
22031,"Charles Manson organized the Tate-LaBianca murders because he thought the Beatles song ""Helter Skelter"" predicted a race-war that he was destined to kick off. Mark David Chapman murdered John Lennon after reading ""The Catcher in the Rye"". And the Reagan assassination attempt was all because the nutball gunman had a crush on Jodie Foster and thought it was the best way to get her attention.
Point is...if your kid is a nut, he or she could be set off by ANYTHING. Instead of being their friend and covering up any emotional problems, these parents need to grow a set and actually PARENT their kids....and that involves seeking professional help if a situation in the child's behavior arises."
22032,That No Russian mission is really horrific.
22033,100% of criminals have admitted to drinking water.
22034,I really am suprised GTA f***ing hookers for health wasn't mentioned lol.
22035,No not lfd2
22036,"The ""No Russians"" mission, eh? A realistic and brutal massacre on innocent civilians at a Russian Airport. What kind of mindless bullshit is this?! No wonder why I continue to hate humans. Humans are driven with hatred. This just might as well happen in reality."
22037,"If you can't tell the difference between a game and reality, then you are mentally ill and shouldn't be playing violent games in the first place. That's the responsibility of the parents to keep their children away from them and get them psychiatric help. Sane people can play a game where you do the most horrible things and know that they will never even think about doing it in reality. I can play professional sports games all day but I sure as hell ain't going to be trying out for the NBA in this lifetime. Blaming video games for violent behavior is a load of shit."
22038,What did they pick for #1
22039,"Blah blah blah bullcrap.
you know watching fox news make you stupid its a fact look it up"
22040,"What really bothers me is when a super influential pastor tries to say pokemon is demonic or introduces children to witchcraft, I am a Christian myself but these pastors really are making huge assumptions, honestly yu gi oh(because summoning and ritual cards) and harry potter(obvious magic) have more warrant for those claims but I still feel those are harmless enough as works of fantasy, however I will also say that actually trying to preform magic or do voodoo rituals is in my belief evil, but pokemon has no instructions to preform witch craft what so ever and pokemon have natural abilities and powers not spell casting anyways, saying charizard is a fire witch i guess the human torch is too.
Okay rant over just bothers me when my own religions leaders show ignorance and non acceptance as people freak out when they here im a Christian who plays pokemon and ask unneeded questions"
22041,God the media is so fucking retarded
22042,"I think the little girl getting blown up by a van in MW3 is a little more disturbing then ""No Russian"" but thats just me."
22043,Pokemon taught me how to do witchcraft! I now know how to cast spells without even knowing I could.
22044,Now the no Russian mission shouldn't have been a big deal they literally gave the option to skip it yes they should have not gave a shit level of 100 but still they should have played the game first and wait for that pop up that blocks the mission
22045,"The problem as to why these games were banned is due to the fact that our Government treats us like children, and not adults. This is why I am all for smaller Government."
22046,"You dont like the game, you dont like the story? Then get the fuck out, that's for the people that are always demanding this types of game's o3o"
22047,"The funniest thing is that Youth violent crime rate in the West is at an all time low. I once wrote a paper in college that suggested that the best crime deterrent that the State could implement was to give every child a free Playstation or Xbox.
Shocking...but more crimes are committed when teens are outside as opposed to when they are inside. Also, Japan plays a shockingly large amount of video games, and Japan's crime rate is also shockingly low."
22048,"Buuuuuuuut the Hot Coffee wasn't in the game, it was just a mod."
22049,OMFG a man deciding how many women he wants to sleep with !!! thats sacraligue !!!!!! only women can fuck a hundred men of there choosing not the other way arouind !
22050,I'd say the number 1 controversies is the wars and nuclear.
22051,"I have to admit watching that ""no russian"" clip was pretty unnerving. I don't remember being that bugged about it when I originally played it myself. Although that was almost 5 years ago"
22052,I wonder if I jumped on a turtle would they start blaming mario......
22053,Notice how FOX news is the base of most of the controversies.
22054,"there are more important things to worry about in this violent, corrupt, and theivingcountry than video games. if u dont aggree with the game, dont fuckin buy it."
22055,If parents or anyone is blaming a bad game for their child's mental problems their child is usually the one at fault in my opinion. Games that are rated M should be enough to warn that kids shouldn't play them.
22056,"The religious BS always gets me. I mean, it's Pokemon, a fantasy game. One in which at least children can tell it's a fantasy, yet there are adults who will believe it's real or teaches mystical powers."
22057,"You know what the real cause of these mass shootings in the US are caused by? (I'm not saying it doesn't happen in other countries, but most happen over there) The complete lack of gun control. The strict gun laws have worked in other countries, so why shouldn't it work in the US?"
22058,Is it evil that I only played MW2's campaign just for that one mission?
22059,Fox news SMFH
22060,I had a feeling No Russian would be here.
22061,When I played the mission in cod modern warfare I didn't shoot the people
22062,Old white people getting their panties in bunches. Ignorant fucks..
22063,really its always the mass shooting blame video games that really make me mad because they're just blaming games as a pillow because they can 't figure it out themselves why so the first thing is to blame shooter games or violent video games.
22064,Top 10 Fox News getting mad at Video Games moments
22065,"I remember that no russian mission, i was actually shocked on what to do"
22066,Ok I really hate the pokemon controversy because that preacher didn't get his facts strate and it ruined pokemon for alot of kids
22067,I think that the news channels and all those people should just stfu and let people play.
22068,I'm 13 now...I played MW2 when I was 10 I played no Russian completed it the  never touched it again... Pokemon thing is about as logical as god is real... IT NOT FUCKING SAITANIC AND PETA ARE JUST BITCHES
22069,"Fox news... The bane of everything. Full of nothing but greedy, egotistical, dumbasses"
22070,The mass effect one pissed me off so damn much! It was obvious the 2 people didn't know what they were talking about! Of course that's what I've come to expect from Fox News.
22071,"Hey! I play tennis on wii but I am not a pro in real life and I play Forza motorsports but I can not drive like that in real life but when I play Call of Duty, GTA or Battlefield I am a fucking cold killer IN REAL LIFE... What is wrong with people??"
22072,"i loved call of duty but its kind of racist cuz i loved russian people, And even the nazi came fom russia, but other rassian people has goodness in there heart. Even them other russian jew was killed too i feel bad forsaying this things............"
22073,6 days in Fallujah [*]
22074,Now i want that game manhunt
22075,"I am an anti-anti videogame person. They are a way to let off steam. If you say I WANNA KILL SOMEBODY, hop on that ps3/4/2/whatever and play!"
22076,"LOL at all the ones ""complaining"" was FOX NEWS CHANNEL."
22077,ITS A GAME NOT REAL LIFE!!!
22078,To me
22079,Its too late. Im already psychologically damaged. hahahahahahaha
22080,Those sissies don't buy the the game if you don't like it!!
22081,"Fuckoff, Fox news. Only redneck Americans watch you, and entertaining the most culturally retarded people in the world is nothing to be proud of. (Note, I specified REDNECK Americans. If you are American, but do not consider yourself a redneck and don't enjoy Fox news, then this does not include you.)"
22082,"I don't know man, there was violence before video games were a thing, how do we explain that?"
22083,Seriously......PETA takes it way too far and I'm a vegetarian. Really accusing Pokemon of condoning animal abuse? They're made up creatures lol.
22084,"People are so fucking stupid, especiallythe news"
22085,"and the ps network wasnt hacked it was the 3rd party pay site that got hacked , thats why sony now regulates the paying, b4 you had to call the 3rd party site if you had a complaint now you call sony direct"
22086,... Am I the only one that would actually enjoy the PETA version of Pokemon?
22087,People who blame video games for murder are foolish dumbasses. THEY ARE ALL MENTALLY INSANE.
22088,"Have to blame it all on video games... just like they blame it all on violent horror movies from the 1970s, 1980s and so on, ugh. Conservatives have to blame it all on that! it's so damn annoying at times and that's why i'm in the non-party candidacy."
22089,portal 2?!?!... what the...
22090,The news one is just stupid. I've been playing violent video games since I was 10. 7 years I've been playing games like left 4 dead GTA cod halo and not once have thought my neighbours need to die or I need to kill something its ridiculous
22091,"people like violent video games, get over it"
22092,"I like that woman at the end, basically stating that people with a mental illness should be more careful as they could suseptable, blaming the game company is just stupid, they put warnings of the content on the packaging, not their fault if you buy it for someone that can't handle it"
22093,it is obvious that 1st person shooters are not to blame  i play them for hours every week and im not a psycopath. that shooter had a mental illness and probably played the games to simulate the shooting of people
22094,"sure, the problem are the videogames when a psicopath kills, not the easy acces to guns..."
22095,Its funny how its always on fox news. Im not even american and i knowabout that place of distorted reality.
22096,dude what about State of Emergency?
22097,"A kid who plays a game like battlefield or call of duty won't all of the sudden turn into a crazy maniac, only kids who already had a mental illness might get a little crazy. also if you look at the people who do these shootings, not all of them played video games, most of them were just weird and crazy."
22098,what about postal 2? that game is sick :)
22099,Shut up fox seriously
22100,"How bout stop blaming games on crimes and just be a parent already! It's a GAME, what's next, you're gonna blame runaways on on hide-and-go seek"
22101,What about the Postal series.
22102,So i can continue the mission alone without any dead civillians.
22103,"I refused to kill any civillians at mw2 and even at the start of the mission at the first time i was trying to kill the other terrorists leading to ""friendly fire is not tolarated""."
22104,the games are for people not to be bored and i understand that some have disturbing scenes but its your fault for buying the game no the makers. the pokemon one in my opinion should not have been made as its weird and creepy but its the company choice. anther thing is why are gory 1st person shooters or 3rd person always to blame its the parents fault for buying it for their kids thats why there is a age rating in red. i wonder if that new game that came out will be Fd up by people with nothing better to do than ruin gaming for everyone
22105,"People were violent in WWI and WWII. It must be because of video games they played. Accept there were no video games back then assholes!
That is why we had Nazis and the Bush administration. All because of intolerant, ignorant, fearful,stupid and violent assholes like the guys at fox news and associates."
22106,"You guys should make a top ten list of Deconstruction games. Games that created a new experience and elements by criticizing tropes, themes, cliches and aspects of video games or other things in this world. Besides limiting to only one game in a series to prevent stacking, you should also limit to only one game in the genre that it deconstructs, unless if the game deconstructs more than one thing. I am expecting Spec Ops: The Line (deconstructs how war and killing is shown in video games) and School Days (deconstructs the harem and eroge genre of video games) in that list."
22107,I wish people would just stop bitching with games because THERE JUST ****ING GAMES
22108,No Russian was a good mission
22109,Video games don't make people violent it's the people with mental problems that are made violent if they play the games.
22110,LOL
22111,"Really don't like how the media thinks about video games, if I get more violent because of shooter games, then I guess I become a good farmer when I play farmville. :/"
22112,I just love how the news is gonna sit there and bitch about it because its like south park no one sues them cuz they know theyre gonna lose and all these storys are false bullshit cuz you know games are the blame for everything
22113,"What do almost all of these controversies have in common? Fox News. Notice the same 2 men and woman show up in almost every single one of these. They are the ones that are the most damaging. Not to video games but as media in general. Fox and friends is a program on Fox news where 3 people (the 2 men and woman) sit and talk about stuff and its always knee jerk reactionary to everything. And as if thats not bad enough any dissenting views that challenge theirs is quickly shut down and called ""liberal propaganda"" Sane people laugh at the utter stupidity of it.... Until we remember how many people watch them and take it to heart."
22114,"That preacher guy talking about pokemon made me cringe so badly. I love how people only look for something to blame without knowing shit about their scapegoat. ""Pokemon teaches kids witchcraft, magic and satanism!"" RRRRRRIIIIIIIIIIIIGHT because a game about10 year old going around taming animals to achieve the goal of being a champion of his region is TOTALLY what Satan is using to corrupt the world. /)_-"
22115,"I love how every story was by Fox News, i find that hilarious"
22116,"I also love that the main ""issue"" with GTA San Andreas was the sex thing, and not the killing.
Sex and dirty language is way worse than violence. OK."
22117,"That last lady is the only person who actually gets it. The US government & the news (which is just a bastardized quest for ratings) love pointing the finger at games, music, TV, guns, &c.. Mental health is an enormous issue in Western society. That's the real problem. It's only too easy to blame something that one doesn't need to know anything about."
22118,"Please, watching Fox News is intellectually damaging"
22119,What's the name of the music
22120,Whats wrong with No Russian mission in CoD ? thats my favourite mission in the game
22121,"Fuck Faux news, they're one big joke."
22122,I am never moving to or visiting Australia
22123,Violent games turn people into mass murderers? Bollocks. I watch Coronation Street and I don't feel like a pedophile.
22124,The outrage against violence in video games is evidence that there are too many weaklings in our society.
22125,"The news reporter on ME sex scenes... god she's retarded! There are sex scenes with men, and you can play as a girl... fucktard"
22126,There has always been sex and violence in entertainment. Many of the plays by William Shakespeare had far more of both than what is found in contemporary video games.
22127,"Oh wow your kid died in a war? So did every fucking body else's kid. They're not giving out specific names, they're not showing YOUR kid dying. I know it's not the best idea and I understand why people might not like it but don't on a live news cast corner a man and make him feel like shit when he didn't do anything wrong."
22128,people are so stupid...
22129,"Those damn republicans and super religious people!!! They blame everything violent in society on video games. The games have a rating for a reason. Yet the parents still buy them for their kids who are too young for game rating and when said kids do something violent the games are blamed. If the parents actually paid attention to the ratings, there might not be as many school shootings. As for the super religious conservative people and games being demonic, we'll they seem to believe that anything not Christian is evil."
22130,"@ nr.1, the safety on your gun is nothing, the safety on your gun is in your own head."
22131,Copper Lorentz is a bitch for saying mass effect only show women for their sex apperence
22132,"unleashing our minds in video games, and unleashing our anger and our violent sides is what keeps us sane. Its a stress reliever. Yet if we are kept from it in a real situation we are more likely to panic, more likely to snap, more likely to have that bottled up rage that we cant let out by shooting someone in a game. Its healthy to be able to do such a thing and prepares us for the cruel things that really do exist in the world."
22133,"I used to play GTA 3 on the PC with my dad when I was a little kid. Despite trying to run over every single person I could and getting five stars, I never grew up to be a violent teenager who's ready to kill my classmates. These allegations of violent games creating murderers are ridiculous."
22134,"I used to work at gamestop where parents of 6-10year old kids buy the m-rated games for them and I would tell them(parents) what was in the game content, and the parent would brush it off and allow the kid to play the games for hours on end. So I wouldn't blame the games I blame those parent that blames someone/something else when they are the major reason why."
22135,"hey news team I have one finger for you, ITS THE ONE THAT I PUT UP WHEN I DONT GIVE A FUCK!"
22136,I dont see why people always blame gaming i mean if i was playing mario i wouldnt just put on a mario suit and go outside unless it was for like a convention
22137,So what video game did Jake the ripper play? hmm.
22138,"Some people argue that violent games are good because it helps the player get out their anger and such. Since it would be out, they'll be more likely to control their temper and NOT go on a killing spree if they do lose it. - This is just what others have said. How many people agree or disagree?"
22139,"I love all these so called ""experts"" talking badly about something they have no clue about. They have zero passion for what they are speaking for. There was recently a politician in California I believe who was against violence and guns in games and he was caught smuggling guns."
22140,"The game shooting thing is just like guns should be banned becuz they shoot people. Guns dont shoot people, people pull the triggers!!!!"
22141,"I'm from Australia and I think its fucking stupid to censor things made to be purchased by adults. If it is on;y allowed to be purchased by somebody over 18, gamers should have the right to play them totally UNCUT.
PS they recently censored the south park game for the Australian release :/"
22142,All those news people r fricken dumb
22143,"Video Games are ment for Fun. you can never never ever compare a Digital world to real life. If the games are to violent, they get a M rating. That's there for a reason saying Hey this is bloody violent, Crude language, and disturbing images. The Makers of the game cannot stop the parents of a 13 year old child from buying a M rated game for them.For those who bag on game like that or any game. why not play it for yourself see what the hub bub is about, you just might like the game. If the game wasnt fun or was a flop no one buys it. but if its fun and has a good plot people buy it."
22144,all amazing games that I wish are uncensored and still available in the U.S
22145,"The Pokemon thing with peta was largely due to Pokemon toys being in happy meals, which encourages children to eat tortured animals. Not because playing Pokemon was thought to be a precursor to animal abuse."
22146,Saints row is not banned in Australia -.-
22147,That very mission on MW2 gave me an awkward pleasure when doing it. I felt powerful.
22148,just shows how idiots who don't fully understand things can total screw with everybody
22149,Australia worst country to live in xD
22150,Freedom of speech and shit -- the government has no rights to dictate what can and can't be put into a videogame.
22151,"in the end, when that woman started to speak, i tought she also was gonna blame games, but she did'nt, she thinks, like most of these blamers of video games NEVER do."
22152,That one news reporter with the pink dress was so disrespectful
22153,"MW2 No Russian you choose if you shoot the civilians, just shoot the police"
22154,"THIS PISSES ME OFF SO FUCKING MUCH! I'm a psychologist and because a person plays video games does not make them violent. Saying I'm going to be a murderer because I play COD is like saying I'm going to be a suicide bomber because I'm muslim. Some terrorists are muslims and some violent people play violent video games but the percentage is so small it's barely significant but the media jump up and down on it based on poor science and studies based on poor science which are carefully selected to make their point. They're generating numbers and ignoring others to support whatever the fuck they like. I can gather evidence saying that eating ice cream increases the likelihood of death so you shouldn't eat it but I neglect to mention the fact it's fucking summer and more people die of heat exhaustion and drowning and not because they had too much Ben and Jerry's. If people think that the games are inappropriate due to violence or sexual content and that they should be banned go to fucking hollywood and stop them producing zombie films, serial killer movies or movies that have a sexual nature. Jesus fucking Christ rant over"
22155,"The 6 Days in Fallujah, I can understand. I have nothing against a game that tells the story of something that our troops went through, but I think more than anything. it would have to be the timing of it. There has been little or no controversy surrounding games depicting events in WWII or Vietnam simply because most of the family members that were affected by those lost in war aren't around.
As for the argument about violent video games: I believe that parents should monitor what their kids play. That's not to say that violent video games makes people do bad things. However, there are some people that need to be firmly grounded in reality before playing the real violent games, because they have almost no perception of what's real or what isn't. Unlike like a video game, a human life can't be reset."
22156,Stick.Of.Truth. That's all I'm gonna say
22157,Stick.Of.Truth. That's all I'm gonna say
22158,Gta V is not bad like some elders say it's better to do in digital than in real life
22159,"I just finished playing a video game, well time to go out and murder people....LOGIC!!!!"
22160,It's a video game! It's not real!
22161,on the call of dudy motern warfare 2 one i whose like: DIE YOU BASTARTS DIE!! DIE!!! when i started to hear russians i whose like: Oh god whi!!! i didnt whant to kill russians!!! whiiiiiii!!!! then makarov shot me.. the shit...
22162,"LOL FOX news is garbage they claimed the planets were going to align. DO some research you good for nothing reporters, planets do align but only at about 30 degrees not ever will they form a perfect line. THIS has nothing to do with video games I am just saying FOX news sucks and even family guy makes fun of them."
22163,2:50...Sylar
22164,"My child just made a ""pew pew"" sound while holding a water gun after playing a game with a gun in it...OMFG CALL THE FUCKING POLICE, HE'S GOING TO MASSACRE PEOPLE!!! HKJMVKHJ<MVBK>!JMN !!!"
22165,"Not even single mention of Dorito pope
Mojo just as dogshit as usual."
22166,what upsets me the most is everyone wants to play the blame game and never admit they did something wrong and PETA. I'm all for helping animals and what not but I've hated everyone I've ever met that's apart of PETA or is in love with PETA for twisting the truth which is almost the same as lying
22167,"Has anyone noticed how all these ""allegations"" are on fox or a fox related network hmmm maybe there is something on that"
22168,"My son forgot to push his chair in after dinner, must be those violent video games."
22169,"Super Columbine Massacre RPG!
(the ! is part of the title)
Good game; it addressed the social issues leading to the shooting. Ripe with controversy but still had a lot of support because it was actually meaningful"
22170,"I find it amusing that people use violent video games as scapegoats...especially when you look up CoD meltdowns here on Youtube, and you find a lot of them are 12 year-olds screaming and cursing at people. If the parents are too lazy to be parents, and let their kids play games that aren't meant for them, then they should be held culpable for their child's actions. Their ineffectiveness as a parent partially correlates to the fact that their child cannot distinguish the line between fantasy and reality. The other contributing factor is a deep-seated psychological problem, stemming from a chemical imbalance."
22171,"8:40 was the only smart thing that has been said this entire video by tv personnel. Movies and games are not responsible for people killing, it is because those people have issues in their head."
22172,"games are never psychologically damaging it is only people that are already psychologically damaged and video games get the bad wrap for it. Might as well get rid of movies too or tv shows, or even music. Plus they already have ratings on them how much more clear do they have to be? If a game is rated mature you can be damn sure there is mature content in there. A movie rated R or 18a is going to be explicit and violent and sexual. People have no right to complain about what they view when they are the ones making the choice to view it."
22173,"Problem - Kids are getting their hands on games despite the ESRB's efforts.
Method - Kids throw a tantrum when parents say no.
Solution - Kid busts out a tantrum, you bust their ass with a belt and go home.
Scapegoat - Blame the foreseen violence on the game, instead of your parenting."
22174,"I don't remember any controversy over ""No Russian"". Did money trade hands to keep that off the news, or was Modern Warfare 2 not successful enough to be picked on at the time?"
22175,"Kevin McCullough - ""...The most realistic sex..."" Really? So, it's more real than actual sex? Good thing, because Trojans are starting to look 64bit.
Fucking dumb-ass."
22176,Fox News always gets a boner on this shit
22177,"The ""video games cause shootings"" controversy is such bull. If a shooter likes icecream they aren't gonna form Mothers Against Dairy Queen"
22178,"Totally agree, but, PISSED OFF."
22179,"I agree with the list but number 1 makes me really mad. Its not the games that is making kids violent, its the kids that are making themselves violent!"
22180,"Hey, Government, LEAVE VIDEOGAMES THE HELL ALONE!! >=("
22181,"Okay, banningSix Days in Fallujah has got to be the dumbest reason! Sure, many soldiers lost their lives, but I'm sure the game developers didn't make the game JUST to joke about the event!!
Hell, you don't see that shit in movies! There have been MANY military movies like Act of Valor, and I don't see people making controversies to that!
Americans these days are so goddamn sensitive... -_-"
22182,Mass Effect? Really?
22183,man I hate #1 on this list if your has any seriously mental problems don't let them play rated M games
22184,acctualy mannhunt 2 is still available here in mexico
22185,People should stop linking video games and real live. They're not real! Gamers are smart enough to see they have only one live and if they fuck up there's no restart. Realistic games I can kinda understand but pokemon? Really? Everything can be seen as animal abuse or racism nowadays! Next they'll say something like viva piata makes children think that animals like to be hit with a stick.
22186,The PETA pokemon games and the whole video game violence causes real violence angers me.
22187,I just don't understand people now days. So its okay to watch a violent movie but its not okay to play a violent video game? Like most people on the comment section. Don't play or buy the game if you're not into that. There is a purpose to the rating system. Video games don't make you a violent psychopath or spark the fuel to go out and do something regretful. Parents should pay attention to their kids and thats that. I've seen parents buy their young spoiled kids Call of Duty or Grand Theft Auto. Yeah I know kids will be kids but parents should blame themselves first before they blame the media but I guess they find it easier to point the finger.
22188,"You have to be REALLY fucking stupid to believe video games are one of the causes of mass shooting. Ironically enough, the two primary groups of people who think like that are also the one that frequently start problems on the globe.... Politicians and religious fools."
22189,Which is the video game that he mentions before mortal combat and the witcher i didnt understand it if someone does pleas could ya answer me i need it for a project in school
22190,"Meanwhile, in Europe, we know the difference between game and reality."
22191,i played all of these games and i am stil normal
22192,funny how these games are all very good
22193,"as far as the sex scenes go, the game is an m rating so technically u shuld b 17 to play it, if yur parents havent talked to u about sex by then or just let u play watver then thats their own fault"
22194,god dammit no offence but the us media always blames guns and shit on tv and games....WHY DONT THEY JUST BAN HOUSEHOLDS FROM HAVING GUNS IN THE FIRST PLACE...instead of blaming it on other things
22195,there are the reason why they making it violence letting people buy guns -.- y dont people who is guarding something like police or bodyguard -.-
22196,"Also, you don't want people to shoot people? CONTROL YOUR GODDAMN GUNS AMERICA."
22197,"I hate living in Australia man, we get no fucking games -.- and then people complain when we fucking pirate stuff!"
22198,No Russian was my favorite level tho
22199,"I major flaw with the saying that video games r 2 blame for crimes and wars and shootings,THERE WAS MORE OF THOSES WHEN VIDEOS GAMES WEREN'T INVENTED!!!!!"
22200,I Lol'dwhen He said Pokemon was satanic.
22201,COD has nothing to do with mass shooting it's the people who allow mentally unstable people have the game
22202,"Lets ban everything violent so violent people can't do violent things! Is that even an argument? You can't censor violent media from crazy people, because crazy people are everywhere, and will remain crazy regardless of which form of media they watch."
22203,"That biotch at 5:30. ""My way is right and I hate you."" Goddam stfu uninformed news figurehead."
22204,a b a c a b b
22205,"Fuck america for #3... 
Im russian, and it was hard to watch"
22206,"Since when does Fox ""News"" and truth, science, and logic ever had anything in common? Want news or information watch NPR or the BBC. Hell, Jon Stewart and Stephen Colbert have more accurate coverage and they are comedy shows."
22207,"Games don't kill people as much as other things do- everything can be blamed and in the event of a tragedy blaming something helps with the coping process. That would be fine if not for the fact that these events are hurting the sales of video games and other forms of media. I play games and don't kill people, but this one guy killed a bunch of people and played games so it means that video games are bad right?
Then so is everything else that is a common element with people."
22208,"are people today so stupid they cant understand games are just some coding ? not a real thin? why are we so concerned about a person getting shot in a virtual world and not a about what is really going on like whats happening in Ukraine, species going extinct, poverty everywhere, and the fact were killing ourselves?"
22209,God damn news always blaming video games for shootings. It's not the game it's a person who needs help. Instead of blaming games blame the person.
22210,"Manhunt is what it is. If people don't like hunting down people, then obviously don't buy a game called 'Manhunt' the clues in the title. And if you lost a family member in the war and you are sensitive about that area, then don't buy an army game. Simple. -_-"
22211,8:30 I've got that game for the Wii! :D
22212,i play video games and listen to Metal. fear my fat ass...lol
22213,"If you think about it everyone against game violence are really big hypocrites. People serve under a flag won by a bloody revolution. We eat tens of thoundsounds of animal flesh every year, we go past fields where natives used to live centuries ago. A video game you can turn off. Real life you can't, so why are they complaining. Video games were't really a thing untill the late 60's early 70's so what about before then? Oh WWI and WWII were because of a video game, Vietnam war was because of a video game? Hell plots in books/movies based on true events like The Outsiders and Jackie Robinson was the violence in that related to games? No! Jease people just try to find a excuse for anything now."
22214,"Wow some people need to chill out. There's absolutely nothing realistic about the violence portrayed in video games and movies. Doesn't matter how violent games or movies are, it's all fake. I mean for god's sake, video games are just cool looking animations. I'm a gorehound and a hardcore lover of disturbing horror films, but I cringe and look away at terrible sports injuries way more than when I watch films like Braindead, A Serbian Film, Melancholie Der Engel. That's because horrific sports injuries are real, games and movies are not. People only blame violent video games for tragic shootings and whatnot because it's easy for them to. It's easier to lay the blame of someone's violent behavior on games than it is to accept that there are people out there who are truly evil and sick."
22215,"#4 If a game can be hated out of existence for being based on events where people died, why are there so many WWII games around?"
22216,"2:26
Sounded like Moira from fallout 3"
22217,"Mass shootings occur in a country where guns are legal.
""Its all because of those damn video games!"""
22218,STOP BITCHING thats all i gota say to those fuck heads
22219,Notice the common thread? FOX scum.
22220,"Sooo, I play very violent video games. I did that airport terrorist level in COD. Didn't make me want to go out to an airport and do it. Nor did GTA or any of those other games. Those sex scenes are a controversy???? Really? Cause nobody knows what sex is, and it is totally immoral. I don't think it portrays women negatively. Hell there are plenty of girls who use sex as it is to get what they want. But everyone knows girls don't do that. They are so proper, they don't even fart. And whats wrong with war based games? So we hide those too? And what, make it like it never happened? The press and government are such pussies. Grow the fuck up. My cousin served in the war, and lost good men, but he still plays war games. Trying to get games banned won't work. We will still play them, or find a way to get them. COD and GTA are a huge franchise. You couldn't get them tossed if you tried. And if you managed to, the uproar would be catastrophic. Grow up and let us live. It's not like this world was fucked up before video games were even thought of....."
22221,"Let me tell you a story about the immediate aftermath of the Sandy Hook massacre. If you don't already know it, in December 2012, Adam Lanza shot 20 students and faculty at Sandy Hook elementary. However, directly after it, authorities believed that Adam's brother Ryan was the perpetrator. After some people checked his Facebook, word got out that he had liked Mass Effect. So then the media went all out on Mass Effect, dubbing them 'child killers', and such. But after they found out it was his brother Adam who did it, they looked at his Facebook and found that the only video games he liked were Starcraft and Dance Dance Revolution. Thankfully, they could not tie either of these games to shooting or sting violence, they instead blamed Adam's various mental issues. If mental issues were looked into more on incidents like Columbine, people could actually find ways to better understand and even prevent mass shootings, instead of blaming the wrong people."
22222,5:25 what a bitch
22223,"this is rubbish, I played all these games and I only kill one person every month"
22224,"I remember I made a argument in my speech and debate class over video games and violence. And this was around the time people were in a uproar over Mortal Kombat. I have, and will always have this perspective. And people may argue freely over it, its stated in brevity so forgive me for not going in depth. Media violence does not make someone violent in real life, that's a choice they make. And is in no way shape or form related. If people find relation or state relation, its simply an excuse. People do what they do because they can."
22225,What ever the meadia can get its dirty long fingers into it will. And I really makes me angery that PEOEPL BLAME GUNS NOT TO THE PEOPLE WEILDING THE GUNS. Every one is so sensitive to killings and other real world events. It makes me sick. K I'm done bye
22226,"On that last controversy, I think it is both overstated on one side, and underestimated on the other. I have seen that kids who play too many violent video games do act more aggressive and angry. While it is true it is unlikely that most of them will ever actually commit an act of murder, mass or no, I don't think it can or should be ruled out in existing cases. All of these mass shooters have some things in common: They are unstable and they are cowards, and an astonishing number of them had previously fit into the same category that many of this country's most avid gamers fit into.
I probably won't allow my future kids to play the most violent of video games (certainly nothing rated M and I will personally smash their game system if I ever caught them playing something like GTA or Manhunt. Those games are truly sick and twisted).
Instead I'll teach them to hunt and fish and play baseball and how to respect people and the sanctity of life.
Oh, and for those of you down there in the comments trying to place the blame of those shootings on guns: You. Are. Ignorant. Stop trying to make Americans defenseless against criminals, tyrants, and other enemies."
22227,Im surprised there wasn't much on the counter strike series
