ID,Comment,Label
6348,I ussually not a fan of Ben but he did a great job in this debate.,0
6349,Video games is a coping mechanism for anxiety and depression and other mental illnesses. (I know because i did this and Im sure others did too) The fact that these killers played these games says more about their mental health than it does about the violence. I highly disbelieve that call of duty is used to train soldiers. I highly disbelieve that people trained on GTA to kill people.,0
6350,Video games are immoral  Did i here that correctly?,0
6351,"This guy is twisting the APA's words. Their study concluded that violence in video games is linked with higher levels of aggressive behavior. However, they themselves admit that that there is no similar link with violent behavior.",0
6352,Nice montage at 1:34 what were they talking about?,0
6353,"No video games are ever used when training law enforcement or military, unless it involves piloting a drone of some kind. 
That's just stupid, one of the first things that any drill sergeants will tell you that what they are doing is not Call of Duty.
This is blatant fear mongering",0
6354,My favorite part is where she pretends to not know the biggest franchise in media. Also the boy comments. What a ignorant sexist.,0
6355,Rise in people who play video games and a decrease in crime? Seems pretty fishy to me but who the hell cares facts and stats dont matter one damn bit apparently,0
6356,Fox News lemme just be void of any thought for a sec,0
6357,leave cod alone who's hype for black ops 4,0
6358,In 20 years people will see videos like this and facepalm. It's the same stupid debate as the one they had with dungeons and dragons leading to satanism in the 80's,0
6359,"-I like fox for the most part but why do they continue to alienate their younger audience with retarded claims such as this. Lmao at least Ben is their to defend us and he thinks the games are immoral. 
-And how tf is this guy in any high position in anything 
-Yes playing black ops 3 where you fly around with a jet pack is training people to be killers lmfao what an absolute joke 
-they never speak of the degenerate shit that is pushed in movies. Honestly the stuff on movies and TV is WAY worse then almost anything in video games its just another scapegoat for morons like this old fart to rag on",1
6360,So does my heart rate go down when I use a jump rope?,0
6361,Japan has fucking more violent games and yet they have virtually no gun violence huh i wonder why.,0
6362,"I play shooters and have real guns. If the military is training on CoD, then I want my tax dollars back. This guy is a hack just trying to sell crappy books.",0
6363,"Did he play cops and robbers as a child? How about cowboys and Indians ?What about cap guns? 
I'm pretty sure killing was pantomimed and yet he didn't become a mass murderer.
Not to mention faulty logic is applied. Even if 100% of the recent shooters played those games what percent do they comprise of children playing those games in general . I don't know the exact number but if hypothetically 99.9% of the children playing those games don't commit the same action as the killers  how can you judge the game as the cause.
100% of drunk drivers drink alcohol 
100% of drunk drivers drive a car.
Yet neither are banned or pointed to as the sole cause of a lethal collision , it's a combination of the two plus some other poor choices.
These killings are caused by mentally ill individuals. It seems sane children can handle the games just fine.",0
6364,"I have yet to see a child walk into school pull a 360 no scope and knife throw across the school. Personally I dont understand news, but a lot of what adults are taking in from news is quite violent. I think us as teens should regulate what our adults see on tv. As you can read from my latest book The generation that lost two wars  I think there is a clear connection between news and adult violence.",1
6365,"Holy shit, the things we blame. If millions and millions of ""boys"" play videogames then why don't we see the same millions and millions committing crimes? Because there is no correlation. Sure it can be a coincidence that some killers have played violent video games, but the video games didn't cause that. News these days is trash, just looking for something to blame rather than look at the real problems. Stop informing people of false information. We are all sick of it. 
The guy on the left looks like his face is too small for his head 
The blonde is just dumb and biased
And you go guy on the right! Speak the truth and tell the facts",1
6366,The guy on the left is just a liar. Literally lying to our faces.,0
6367,Oh no! All killers have hands. Let's amputate everyone's hands.,0
6368,Shapiro as a voice of reason.....holy shit,0
6369,What a fucking joke.,0
6370,"None of them play video games and try to act like they know what's up, if anything if u take away video games their will be more shootings and killings. Fuckin millennials",0
6371,99.9999% of teenage boys play violent video games... but only .0001% of teenage boys commit mass shootings...,0
6372,Want to fix things. Fix the culture. Best way.. Put the Bible back into school.,1
6373,Oh great its this tranny who calls himself Laura again *PUKES*,0
6374,"First of all, no, kids playing violent video games are not participating in interactive, simulated murders. Kids don't take part in some slow and detailed process of murdering someone, they play team deathmatch or whatever game mode. It's a GAME for FUN. If we're banning video games to prevent kids from seeing poorly simulated gore and violence, you might want to ban movies first, because it's much more realistic and more kids are exposed to that graphic content. Sorry, I don't buy it.",0
6375,Inobital objects don't kill people.,0
6376,Fifa causes more violence than cod,0
6377,Here we go again. Republicans have done this shit for 20 years blame video games and popular culture for everything.,0
6378,Social Autism.,0
6379,Fox News is for idiots,0
6380,No lmao!,0
6381,Are you fucking kidding me?,0
6382,They trained on videogames? H O W.,0
6383,"Fox news: Continuously proving that yes, there is such thing as a stupid question.",0
6384,Why don't they talk about violent movies? Video games are not reality but these dickhead don't seem to understand.,1
6385,Weird. I don't seem to recall doing a hit confirm to a shoryuken to other people.,0
6386,BAN EVERYTHING!!!!!!!  Don't do nothing . everthing is BAD!!!!! . don't like my comment . don't reply to my comment its all bad . were ALL gonna die to death  .,0
6387,NEVER TALK SHIT ABOUT FORTNITE.,0
6388,Did Ben Shapiro seriously call video games immoral?,0
6389,These morons just keep on the Video Games. There is no link. There is no correlation. Guns are dangerous. With lax laws stupid people will get them and kill people with them.,0
6390,Oh also. I would buckle my kid up whether or not it was the law. Because I'm not insane. Not because the government makes me.,0
6391,They've continuously found no link between gun violence and video games.   Obviously we need to spend less time on screens in general. But video games are not linked. In any way whatsoever in any credible study to increased violence or violent behavior.,0
6392,What is this the 90's,0
6393,Bullshit,0
6394,I have found a strong correlation between people who eat food and people who enact violence. We need to outlaw food now.,1
6395,"After playing GTA I robbed 8 banks, killed 30 cops, stole a jet, drove a tank through nyc, and blew up the white house. Everything that guy is saying is true.",0
6396,Stop playing Splatoon now or you will become a deranged inkling serial killer,0
6397,"What about movies? Why is movies any different? I think movies would be worse honestly, it's actually meant to look as real as possible, and are usually much more gory",1
6398,"You know what has a lot of violebce, the Bible... People are chopped up, babies are smashed against the wall, earth opens up and swallows people... Let's ban the Bible!",1
6399,I heard there is a violent game.... its called doom. literally being mentioned for 25 years by these idiots,0
6400,wtf? What point was he trying to make when he said people never used to wear seatbelts????,0
6401,Not this crap again... its not video games for the millionth time.,0
6402,video games are popular in japan and korea and they don't have violence problems,0
6403,No. This is to distract from guns.,0
6404,"fuck all 3 of these people, ive read grossmans books and all of them are nothing but  hurr durr video games. hurr durr video games are bad, what a joke",0
6405,"LOL they should be arguing about abortion or transgender rights, not Call of Duty",1
6406,I only get angry while playing dark souls lmao but I don't wanna kill people Cuz I suck at the game XD ( it's my favorite game series),0
6407,THERE IS NO CORRELATION!!! CANADA & U.S. (others) HAVE THE SAME CULTURE,0
6408,Playing need for speed influenced me to buy a sportier car,0
6409,Yoo that nigga in the bo3 clips goin off though,0
6410,Short answer: no,0
6411,"The vast majority of kids play violent games and violent kids have a correlation with violent games.
- Violent kids is a subunit of kids. If all kids play violent games so do the violent ones.
- Violent games is a common denominator.
- Innate violent behavior is what sets them apart.",0
6412,Are the Japanese people violent?  Case closed.  Stfu DJT.,0
6413,"I'd love to see Jordan Peterson debate this guy. Also, suggesting that shooting a character in a video game has no psychological difference from killing a person in real life is just wrong. The people who pilot drones have high PTSD rates, despite the fact they're just seeing dots on a screen, because they know that they're killing real people.",0
6414,thank God for Ben :D,0
6415,"The problem is with the parents. Kids cant buy call of duty or any other violant game without parents physically getting it for them, and even online purchases require digital keys if the xbox, ps4, etc. Is set up properly.",0
6416,">Video games
>Violent
>Joins Army at age 18
Delete my comment Fox.",0
6417,They do not use videogames to train military. That has never been a thing also they talk about cod and GTA having extreme gore but they dont this is so uninformed it is ridiculous.,0
6418,Holy shit those eyes and they messed up her teeth....dayum,0
6419,I'm pretty sure the Bible is just as violent or more.,1
6420,"Hahaha, another highlight of how pointless and outdated fox news is. Breaking News ppl, all movies and internet comment sections have been banned due to excessive violence",0
6421,"The only time video games lead to violence is lag. 
Shout out to all the one-bars  adapting to lag.",0
6422,Really? Video games? I'm not even gonna argue with you people.,0
6423,That older guy is a fool and he is clearly just there to promote his book. Ingraham completely ignorant on the issue. Ben Shaprio has his own principles but at least he's rational and see's that there is no correlation.,0
6424,"Books, newspapers, movies, and tv shows can all be violent.  This talking point has been as archaic as the 1700s yet foxnews is still talking about this.  Doesnt mean everyone playing video games will be as violent as what they play. Foxnews is fake news",1
6425,Conservatives sheltering their kids again?? Lol what else is new?,1
6426,The real question is why is it only white males doing these mass shootings??,1
6427,>the military using Call of Duty for training,0
6428,Ben: brings up multiple counter arguments and statistics explaining how violent games do not correlate to violence.Brain dead newslady: w-wwell the scenes in these games are violent and scaaary,0
6429,"Once again, ben is the only voice of reason, when debating the left, and the right.",0
6430,"Fox News opposes simulated wars, but never saw a real life war they don't love.",0
6431,Immoral to play games ? Come on Ben no way a smart guy like you believes that lol,0
6432,Video games don't kill people. People do.,1
6433,"Video games, nope.
Reality show News. YUP perpetuates violence -  24/7 real life violence.",0
6434,Porn is related to rape as well.,0
6435,So are violent video games immoral?,1
6436,"Football, hunting, Olympics, all these thing up your heart rate and mental competitiveness. Lets outlaw all of it, right?",1
6437,WTF is up with Ben Shapiros eyes? Did he just shoot up?,0
6438,You know the guy on the panel is full of shit when he says it isn't true violent crime has been going down.,0
6439,"*Mother buys GTA V to a 9 year old kid so he can shut up
* kid has a fight in school
Mother: ""OMG is those videogames who make him violent! it's not my fault, i'm a good mother""",0
6440,Filthy casual,0
6441,Violence is declining how the fuck is this relevant,0
6442,The games mentioned are all rated for adults. Why would you let your children play them at all?!? Would you let them go to R rated movies? Unescorted? How about porn? Is there a limit to what you would allow your children to watch in movies? So why wouldn't you limit your children's access to realistically violent video games?,0
6443,Ben Shapiro is the fucking goat,0
6444,"Biggest load of bullshit Ive ever fucking heard, thank you Ben for being a beauty.",0
6445,They already have warnings if your kids not old enough to play them don't let them  play it dumb asses and u guys don't have any proof that this is what causes it,1
6446,no,0
6447,"It is true, violent games are linked to real life violence. 
I played AngryBird all day yesturday and today i totally devoured a chicken curry!!!",0
6448,Adam Lanza  and the florida shooter also drank water so water should be banned too,1
6449,"""Simulators""
Lol. They really don't know what they're talking about out. Call of Duty doesn't use real physics or an accurate hitbox to simulate a real battle zone.
At least Ben Shaprio stood by his principles despite knowing jack shit about video games and how they are programmed.",0
6450,Shapiro knows what hes talking about,0
6451,Plenty of girl gamers. I'm one of em..... I'm also a reg. nurse..... I don't kill people.....,0
6452,Thats all bullshit,0
6453,Only the people who have never played a video game have opinions like these.,0
6454,Everyone here is a retard,0
6455,drugs              video games,0
6456,ok but the real question is did anyone just see that guy go off on black ops 3,0
6457,"Not sure but I do kinda get it. When I watch TV and it's a show on drugs I want them and I'm not even much of a drug taker these days. So, I'm guessing some will be susceptible",0
6458,The old man arguement,0
6459,"The thing I see is guys growing up without taking real lumps in the woods or on sandlots with their peers.  Instead, they sit on their asses playing games that we didn't have growing up.  Mom kicked us outside if we laid around the house or wasted good weather on a book in our rooms.
These young guys love those games the same as we would have, if we had 'em. Thank goodness we were miserably bored half the time and had to go outside and make some shit up or try to round up enough kids for a pick-up game.",0
6460,"Fox News: Killers play video games! Ban them! 
Me: Killers eat food and breath air too!
I've killed hundreds of thousands of zombies, Nazis, innocent people, Russians, aliens, cops, soldiers, hookers, criminals and more, in video games mind you. I'm on the high honor role for high school, I would love to have a family, go to law school, join our beautiful country's military, eat some crayons and be a cop. I'm a athlete for football and wrestling. I'm no violent Man unless provoked. Even then I'm pretty patent, or at least my girl says I am. I'm a big brother too. Video games do not make you violent. The lack of understanding on this topic from this video is inappropriate to make such big claims. I'm gonna go kill some Nazis now. Oh, and please do more research and play some video games before making these claims. Your friendly neighborhood teenager here, Goodnight.",0
6461,then what about tv or movies? if you watch horror movies or criminal minds you will become psychotic? and if you can't see the difference between a video game and real life then the problem is deeper then the game itself lol,1
6462,"Thank you, Ben",0
6463,We're back in the Jack Thompson days people. If some of you don't know what I mean it's when a lawyer and Republican news networks tried to take down Rockstar Games for having violent games like grand Theft Auto and that if you play it it will make you a psycho killing machine.,0
6464,"It must be full moon, Fox is transforming into an early 2000's neocon again... What's next, pinning satanic rituals on rock music?",1
6465,"Old guy literally said nothing of value this entire segment, he's only here to promote his shity book. The Norway shooter he mentioned that was ""training to kill people"" in videogames, was actually playing World of Warcraft - a fantasy RPG. Ben Shapiro has his own standpoint on the issue, but he's a rational person and he knows there's no correlation. I wish he was given more time, he would destroy this old mans weak arguments.",0
6466,"Even if they somehow got to ban violent video games, they would be forced to lift the ban because there would so many people protesting because there are at LEAST 3 million people (Maybe more i dunno) who play violent video games and are TOTALLY against this",0
6467,PLEASE DO NOT IGNORE MY COMMENT.. THIS NEEDS TO GET OUT THERE.,0
6468,CALL OF DUTY GHOSTS HAS A SCENE WHERE A GUN MAN IS ABOVE A ROCK CONCERT.....  RING A BELL ANYONE?,0
6469,They just use it as a scapegoat instead of fixing the real problem which is gun Violence.,0
6470,"So ducking dumb, I live in Ireland and we have the same violent games and no mass shootings, dumb as fuck",0
6471,"Jesus, this crap rehashed? ??",0
6472,Lol Farcry 5 trailer before video,0
6473,If they start taking away video games I think they might start to see some serious violence.,0
6474,"Why not trying to look at the subject in discussion from both sides of the aisle. Instead of ridiculize whatever you don't agree with. From my experience I can tell violent video games gets into people subscocience, specially to those unsupervized. People don't be naive thinking that these video games from day to night makes people violent.",0
6475,"The right: video games cause violence
The left: no, they dont. They cause misogyny. 
Sane people: can all of you fuck off?",0
6476,This looks like a real person's head exploding. No it doesn't. It really fucking doesn't.,0
6477,How can someone even feasibly pretend that video games are more of a cause for violence than actual guns? You've got to be kidding me,0
6478,No. They are not.,0
6479,Decades ago people watched as innocent black men were lynched at the fucking Park from a tree. Executions were a public affair you would bring your kids to. And THIS is the violent generation?,0
6480,She would literally rather have the government do EVERYTHING FOR US,0
6481,"I like how everyone that says video games increase violence, have never touched a game in their life.",0
6482,"Why do y'all talk about the majority of America that lives with social rules like ""snitches get stitches""?
Like is that just a black thing to Y'all? Cause it's all of us",0
6483,"Since you're asking me directly... No, they do not.  I've been playing violent video games for 25 years and haven't even had a fist fight since high school.",0
6484,"I'm glad Ben's stance on this isn't as extreme as I had initially thought. The government should stay out of games.
(Games being 'immoral' however... While that is true for some games, not every game is like that, but since Ben's Jewish I can understand where he's coming from.)
Unfortunately, the other two clearly show utter incompetence when it comes to video games. The man on the left simply is out to sell his book; a shill, to simply put and Laura Ingraham's comment on girls not playing as much as guys shows how misinformed she is and places the blame on men. 
Like I said before, not every game is a Call of Duty or a Grand Theft Auto. The people who usually bring this up are the same people who've never picked up a controller, yet they expect us to listen to them like they are the professionals. Flawed logic if I've ever seen one.
Speaking of which, the games featured in this panel aren't as 'violent' as they suggest. Super Smash Brothers and Street Fighter are fighting games. More or less, these games use punches, kicks, and other whimsical combat tactics. Street Fighter has never used guns and the only 'gun-wielding' characters in Smash are Samus Aran and Bayonetta (even so, Samus uses an arm cannon and a stun gun, meanwhile Bayonetta is downloadable content, meaning she's locked behind a paywall). Fortnite has guns, but like Smash and SF, the game is whimiscal and doesn't have 'exploding heads' or 'chests being ripped apart.'
As a sidenote, if Fox is going to use footage from games, make sure they're current. I laughed a bit when they showed Smash Bros. Brawl and Street Fighter IV: Two games from the older console generations. It makes your network look out of touch with the current trends.
All in all, decades later and we're still talking about this. I'm not saying that we shouldn't talk this, but with the data that we have saying that 'violent video games are the root cause for these shootings is absurd. More factors must be taken into consideration, like the parents involved and the perpetrator's mental health.",1
6485,If millions of millions play video games...why aren't there millions of mass shootings,1
6486,I play Wolfenstein 2 like crazy and I am not a violent man,0
6487,"Yeah gotta be the video games, god forbid parents actual took the time to raise their dam kids. No way it could be the mom or dad who lives with thier grandparents playing on fb all day having anything todo with it.",0
6488,Desensitization of violence.  Grand theft auto just taught a generation to be pimps.,0
6489,I've been playing battlefield and call of duty all my life. I also shoot fully automatic ak's and m4's (legal where I am) If video games cause violence why haven't I gone on a killing spree yet?,0
6490,"Maybe you should have brought in professional gamers who specialize in violent video games. But instead you bring on an Army Ranger pandering his joke of a book, which is under 200 pages long, and is clearly not so much as data filled as it is opinion filled. Gen. X needs to step up or shut up.",1
6491,I have been playing grand theft auto since I was 8 thanks to my cousins and played call of duty and halo since the first ones and have watched every war movie there is and I have never shot up a school its not the games and the movies that are a problem but the brains of these lunatics and their perception of good and evil.,0
6492,Ted Bundy played too many violent video games,0
6493,"Girls arent into them 
ARE YOU FUCKING DELUDED!!!???",0
6494,SHUT. THE. FUCK. UP,0
6495,Its called PARENTING. Again numerous of tests have proved this countless of times that video games DO NOT CAUSE VIOLENCE.,1
6496,god old people are truly fucking retarded,0
6497,"The average kids plays these game 8-10 hours a day , not sure how you can do anything 8-10 hours a day and not have some
kind of affect on you . Good or bad",0
6498,that bo3 gameplay was kinda nice tho,0
6499,Females arent into video games as males?????what??,0
6500,idiots,0
6501,dumbass fuck,0
6502,"Reminds me of when you clowns aired a story on Mass Effect being ""Debby Does Dallas in Space""",0
6503,"Not this bullshit again, blaming video games. Yet movies and TV shows are violent, nobody talks about that.
Couldn't even finish the video.",1
6504,Im thankful for our marines but this lt colonel is a fucking idiot literally violent video games are the cause of this. And the news woman is a fucking idiot Girl Gamer numbers are growing exponentially. The inbred all the way to the right is outright retarded. The colonel guy needs to stop being a fucking idiot its not the 2nd amendment fault its the violent games DUMBASSES MAYBE IF WE HAD BETTER BACKGROUND CHECKS AND NOT SELL ASSAULT RIFLES TO 18 Year olds! VIDEO GAMES ARE PLAYED GLOBALLY BUT OTHER COUNTRIES ACTUALLY HAVE Gun laws!,0
6505,BUUUUUUULLLLLSHHHHIIIIIT!,0
6506,"Please tell me people aren't falling for this. Its been proving countless times through study that violence in videogames don't cause violence in real life. Do they show up when we look into these criminals, yes. But that doesn't mean vgs are breeding school shooters. Its just plain false. Its been proven false for years now, yet this question comes up every few years. Ignorance...",0
6507,And girls play these video games what the fuck is she on.,0
6508,Fucking fox news,0
6509,Did I take a time machine back to the 90's or something?,0
6510,"Dont  let your little kids play these games, dummies only would.",0
6511,"Also practicing violence on a game with a controller is different than holding a gun, committing crimes",0
6512,Yes let's interview people who don't have much to do with video games instead of the creators or developers of these violent games. Bit oh well,1
6513,"No no they dont. Japan has video games, and they spend more on video games BUT it has no GUN VIOLENCE! Could it possibly be the guns? Yes, its the guns.",0
6514,"The wage gap
Flat earth
Video games cause violence.
All debunked claims still being pushed. How annoying.",0
6515,Girls play violent video games has well but you see more guys coming out that they play them.,0
6516,Doesnt Trump have a family member in the video game industry?,0
6517,"lol fox news 
always delivering half true news,hell they couldn't even deliver  the captions correctly.",0
6518,There's been so many studies putting this stupid crap to bed. But hey I guess everyone who plays videogames is evil according to the republicans and Everyone who plays videogames are sexiest recording to Democrats,0
6519,I have news for you: that's because PRETTY MUCH EVERY TEENAGE GUY PLAYS VIOLENT VIDEOGAMES,0
6520,Since I've play a lot of Skyrim I guess I'm a really good mage in real life watch it army take me in,0
6521,I've been playing games my whole life from 5 to 18 years old never had a violet Tenzi you Republicans will blame video games because you can't look at yourselves maybe were ship parents. but you know it's never the parents fault never never never it the video games,0
6522,"All data points out that there is no correlation between violence in video games and real violence. You are in effect doing what democrates do; instead of blaming guns, your blaming video games. The real problem was the psycological state of this kid in his home and school life. What I will say is that violence sells, and putting restrictions on it could in turn hurt the gaming market for the US. If you really want to do some good against video games, pass legislation banning micro transaction practices involving any gambling. There is clear evidence that supports video game companies use this practice to turn kids into addictive gambler to create huge profits; they have even gone so far as to having to make you do this in order to win/ succeed in the game.",1
6523,Wow video games killing pixels oh my think of the children it's not my fault I'm a shit parent it's not my fault.,0
6524,"Tell you what Fox News, when you can point out one real life shooting incident where the shooter circle strafed, you might have a point. Until then, you're full of shit and your retarded opinion is invalid.",1
6525,Welcome to our fair and balanced panel where we talk to an ex-military nutcase for a majority of the show whom presents no valid sources or numbers and shamelessly promotes his book halfway through and then we'll only ask for Ben Shapiro's opinions on indisputable facts so it seems like he agrees with us,0
6526,I play these games and I would never hurt anyone. Im a emotional mediator haha,0
6527,Why is violence in movies OK but violence in games bad?,1
6528,"Young people have been exposed to real people dying in perpetual wars for almost 20 years now. 
Oh. What, that's different?  Oh, okay.",0
6529,"Also, Graham is wrong, I have several female friends that are into COD and Rainbow Six Siege.",0
6530,"I want to know more abnout that killing on Norway, someone has found something? @FoxNews should provide sources for that.",0
6531,"Well, gues what. Most mojor nations on the planet regulate acces to weapons, and don't sell them to any foocking moron who ready to bye them. Whole world playng videogames but we don't have mass murder shooting killing spree on monthly basis. So stfu",0
6532,This is completely idiotic. Wasn't this BS over and done with nearly 20 years ago? Thank goodness we have Ben to be the voice of reason.,0
6533,Yeah there are so many shootings across the world because of these games...oh shit it's only in America . Anything but blaming the second amendment hey burgers?,1
6534,"Start raising your children instead of neglecting them and pumping them full of drugs. 
Stop looking for scapegoats.",0
6535,I voted and supported President Trump but after that gun remark that he made and now this bullshit I'm really disappointed..,0
6536,Not this again...,0
6537,"haha this video is dumb as fuck, listen here you fucking stupid people that think you know everything, if you kill people because of ""video games"" thats horse shit if you actually kill  people thats because you are born with some sort of brain damage or something that will be triggered by that video game....
Like me for example i play these sorts of games all the fucking time, im a shy fucker irl, i couldn't even punch someone hard enough for it to actually hurt...(ok maybe im a little stronger but you get my point)",0
6538,I have never heard such a massive amount of bullshit  as this before. What a deflection campaign this is to steer people away from the real issue which is GUNS,0
6539,"USA: ""Here random person, have this highly lethal firearm, because our law from centuries ago says so""
Person kills people
USA: ""Lets arm even more people and ban videogames""
>flawless logic",0
6540,FUCK YOU MEDIA!!!!!!,0
6541,"""Whether its constitutional or not, we as a society have to talk about...""
-- ok when followed by a discussion on limiting the first amendment, unthinkable when followed by a discussion on limiting the second amendment according to Fox News.",0
6542,Murder simulator,0
6543,this is dumb this is a scapegoat not actual news,0
6544,"Just make gaming a religion, then they cant touch it.",0
6545,Hundreds of millions of people have played violent video games or watched equivalent movies. But this army guy says 2 killers were into them so we need a ban of sorts. What a pos,0
6546,"That dude is just straight up lying about the link between games and violence, good job.",0
6547,You all remember when Kim Jon Un fed his uncle to a pack of hungry dogs? He must be a call of duty fan...,0
6548,Cuphead has made me a very violent person.,0
6549,blood pressure goes up heart rate goes up CONGRATS good sir.. you just discovered what Adrenaline is!,0
6550,"Oh yeah. One more thing. If I understand Trump right, his kid is play and watching stuff that shocks him. Right? Doesn't that make Trump one of the worst parents cause his kid is doing whatever the hell he wants, and Trump is too lazy to be a parent. Yet he wants to tell other parents how to raise their kid. Someone needs to tell that fat turd to deal with his own kid and leave the raising of other kids to their parents.",0
6551,"Hey, Luara (or however you spell your name), you ignorant cretin. Females (Women and girls) play these game too. Try and get out of 50's, you might learn a thing or two.",1
6552,i'm glad i dont like these games - Did she really just said that? WTF is her point?,0
6553,"There have been dozens of studies on the subject all showing no correlation between video game violence and violent behaviour. Also, women in the US are almost 42% of the video game market, and they play the exact same games as men. So the claim that women don't play these kinds of games is a straight up lie. The idea that it's desensitizing has also been disproven. Human beings, whether adult or children, can tell the difference between fiction and reality.",0
6554,"you wouldn't let your kids play games?
man, that's worse than forcing your religion on your kids",0
6555,"Summary of what he said:
Ooga booga Uuuuhh I think vid gam make little children v-vvvviolent um... pls agree with me uuuuuuhhh ?....",0
6556,Last I checked england hasn't had any mass shooting and we didn't even need to buckle down on video games.,0
6557,"If playing Planet Coaster doesn't make me good at running a theme park, how does playing TF2 make me good at shooting people?",0
6558,"What but US sells guns to the public. Isnt that immoral too, or violent",1
6559,"""The killer played violent videogames""
What did you expect he had interest in? Barbie?
Edit: OMG that Dave Grossman is a absolute fool. ""In my book"" shows book /shudders
FOX you are aware that rifle ranges exist right? And boot camps, that offer actual training of weapons and all are allowed in.
And trust us, CoD is not a war simulation.",0
6560,"I play Dead by Daylight and I have yet to hunt people down in a forest and kill them. I play COD among other FPS games and I don't go out on a mass shooting. For all the grandpas out there that aren't aware of it, there is a rating system in place by the Gaming industry that prevents certain games from getting in the hands of kids short of parents purchasing them for their kids. This happened when people freaked out over Doom and Mortal Kombat. This is stupid to blame Video Games for violence, its like saying I read Lolita and it made me sleep with a underage girl or I read a superman comic and now i can fly.  It's bloody ridiculous!!",0
6561,"Gets given proof that it might not be true. ""Let's just ignore that and move on to blaming games again"". Good to know Fox sticks to thier values. Integrity.",0
6562,"Funny how the whole western world plays violent videogames and it's ONLY the US that has a mass shooting problem, and a murder rate 100x higher than any other modern western nation.",0
6563,... oh and be sure to buy my book. Get fucked man,0
6564,"RETARD ALERT, CLASS",0
6565,"Did that idiot just justify regulating videogames by saying: we wouldnt buckle up our children in the car if it wasnt because of the law, action needs to be taken? What kind of retarded parent doesnt ensure the safety of their kid?! Says a lot about his ability to think rationally for himself... just because the law says something is good or bad doesnt mean it is, there is thousands of dumb and old fashioned laws in the world that dont make sense (often because of Some economical benefactor the government needs to keep in favor)...",1
6566,Please ban video games in USA. For the good of everyone.,1
6567,"90s all over again hahahahahaha
pls take my vidya based trump",0
6568,"He was playing ""15 Hours of violent video games"". If thats true, where were the parents? What do video games have to do with this over PARENTING?",1
6569,"They're looking for a scapegoat is what they're doing, how about this: get the fucking guns off the hands of loonies, how hard is it? Come up with a legislation that keeps guns off the hands of unstable and risky individuals. What the fuck do we pay these people in Washington for? The military has microwave, laser, and rail gun weapons, we're protected from enemies abroad to ridiculous extents, but not within?",1
6570,I can't believe I'm agreeing with Ben Shapiro.,0
6571,"The mental gymnastics involved in not blaming the ease of access to weaponry for the young and mentally unstable is amazing. 
Videogames are low hanging fruit and have been for decades now. 
You're just going to end up stifling your First Amendment in order to protect your precious Second.",0
6572,Yuck...,0
6573,"Fucking love Ben Shapiro, he speaks the truth.",0
6574,Games are art leave alone.,0
6575,"I don't agree, but she still looks good sayin it!",0
6576,If a person's young son is exposed that's bad parenting.,0
6577,"Internet things? Oh Mr Trump you mean the video of you speaking about grabbing women? Do you think that children, small children haven't watched that and have been desensitized tho those type of words?",0
6578,"This is an absolute joke. Millions upon millions of people play video games. At the age of 10 most boys play call of duty. If somebody cannot separate the virtual world from the real world, they are either wrought with mental illness or the parents arent doing their job at all. Ask anyone in the gaming community how they feel about violent tendencies from violent games. It simply doesnt exist.",0
6579,"Remember kids: violent games are bad, military weapons at 18 ARE GOOD AND A BASIC HUMAN RIGHT!! - republicans",0
6580,What a bunch of bullshit,0
6581,Thats why we have PEGI and other stuff that parents can monitor what their kids are playing. The same goes with movies.,0
6582,"Do you know why kids play video games? To avoid people like Laura Ingraham. ""Girls aren't into these video games..."" Is she mentally stuck in 80s, 70s??? Girls just play as much FPS as guys do nowadays. Not even kidding, these conservatives are so disconnected to the younger generation, it's frustrating.",0
6583,I feel like the moment Bens done talking it's just like fuck you Ben I'm gonna talk about why video games are bad now...,0
6584,"6:20 also the only major nation that doesn't provide medical & mental care for all. 
& the only major nation that doesn't have any restriction on firearms. 
Crazy people + guns. What could go wrong? Obviously pretend violence is the answer.",0
6585,"Yeah I don't know about soldiers playin gta, and call of duty during training, this feels like the poorest least thought out whore grab for views that I've seen!",0
