ID,Sentence
805,Meanwhile the perf counters are difficult to associate with a specific application requiring the request queue be named (which HttpListener does not do) and netsh called to find URL group IDs to use for correlation.
806,I did a research on AudioFrameOutputNode It is strange that it often generate AudioFrame without any audio data the AudioFrames Duration property is 0 miliseconds but the RelativeTime property is not.
807,For example a user send us a feedback to ask a Windows 8.1 RT version of our app but now we are focused on Windows 10 so we need to be clear that we read his feedback but its not on our roadmap.
808,After that the Age Rating questionnaires stop submitting when you press submit.
809,An example of this An application as a node in an internal media network would be something along the lines of AudioBus for iOS.
810,Extrapolate the above capabilities to Audio allowing on-the-fly add/remove interconnectable/reroutable audio nodes (virtual interface devices) to which Apps/Devices would attach to instead of attaching only to hardware interfaces.
811,Same for video not only making (desktop/window) screen capture a breeze and naturally handle by the OS it would also allow the creation of virtual screens (resource permitting of course for desktop expansion/mirroring) outputting them to a video input/recording apps USB3 or even to a DLNA receiver screens.
812,This would allow the user through the OS to detach an App media output from its default interface (audio/midi card screen/window) and re-attach it to another App (or device) input.
813,What if we will exchange apps reviews?
814,I like the ease of the app and recommend this app to all.
815,I have largely ignored this is the past because it was minimal but someone is finding good success with it so theyre hammering everyone.
816,Personally Im getting 2-3 a day from different source email addresses.
817,Removing the support email from the webpage would not hinder the user as they can see it via the Windows Store app.
818,1) A user is at lunch viewing their sensitive documents.
819,They switch to their Email app - our application detects active state change and auto logs out.
820,They finish their food and leave but forget their phone on the table.
821,*At this point a perpetrator is able to take the phone open the recent apps section and now can see whatever our client was looking at.
822,2) User is at their desktop observing files gets up and makes the app inactive (minimizes or moves to back).
823,We begin a timer to auto log out.
824,* A perpetrator is able to hover over the taskbar item and see the last screen drawn whether or not the user logged out.
825,Sorry if I sound bitter but I must say its very frustrating developing for w10 mobile at the moment even if the you get good reviews the chance of them being displayed in the store is very slim due to the version fragmentation.
826,As I understand it insider reviews that arent on the slow ring are removed even worse theyre deleted permanently from even the Developer Dashboard.
827,People took time to write thoughtful reviews and theyre simply deleted.
828,Ive started to continually download review reports to just have a record of them
829,Ive had over fifty 4+ star reviews simply disappear never to be seen again.
830,I see the point that insiders shouldnt bring down the ratings of the app if the OS is to blame.... but with so few people rating anyway and most people being on the fast insider ring it makes it extremely hard to get reviews.
831,Old Windows Phone 8.1 retain their status of being the most highly rated just because of this.
832,Whats the point of having a rule if that means theres too few reviews and no point for most people to post reviews at all?
833,Im not quite sure what a good solution is you cold allow only 3+ reviews for fast insiders but I guess that might skew reviews too positively.
834,Or why not let the text review stand even if the rating doesnt count?
835,As it is getting an accurately impressions of apps through reviews doesnt seem feasible.
836,The caller does not have the required permission to perform this operation.
837,IoT introduced the Windows.System.ProcessLauncher for starting arbitrary programs (like Process.Start in .NET).
838,Note when executed DNS Client service crashes
839,Comment out the TextAttributes line and note service does not crash
840,I have bound the IsPaneOpen of my SplitView to a property in my ViewModel.
841,This works nicely except when the SplitView is in Overlay mode and the user presses a hardware back button on the phone.
842,In this case the SplitViewPane gets closed as expected but it does that by seemingly overwriting the Binding on IsPaneOpen and instead setting it directly to the value false.
843,The effect is that the panel can never be opened again as my code will do this by setting the VM property to true but the binding was already lost.
844,In practical terms you are forced to make a UI technology diversion to implement new functionality.
845,Xaml doesnt look a tempting option because not useful for mobile or web and needed controls usually implemented in javascript first
846,At a application architectural level porting WinForms to HTML/JS favours an entirely new application which follows an understood/accepted architectural pattern then re-implement old functionality.
847,So imagine the app in question was one written by an ex-employee in 2008 in VB.Net with deep domain-knowledge targeting users with similar domain knowledge for a specialist task with no design documentation beyond a description of a manual process it replaced.
848,Well this is the norm... and for all its wrongs its there.
849,Never had budget assigned in the first place and its used by 10 people who are all busy.
850,Given the architectural barrier is the killler I dont believe there is any feature of GDI+ which cannot be expressed in HTML.
851,the UI may not adhere to good gui design principals its performance may suck but it probably wont.
852,But its users can start it and it will look and act the same as it did before arcane controls and all.
853,The architecture of a Modern HTML5 appliication has much more in common with GDI+ and a windows message loop than it does with Xaml.
854,Things like Redux essentially go out of their way to be like a message loop to avoid race conditions through async operations.
855,For Microsoft this would I believe solve a massive developer stumbling block even allowing Winforms controls to potentially be integrated in HTML UIs.
856,So imagine the app in question was one written by an… more
857,Microsoft finally developed a library able to handle NFC devices.
858,Unfortunately the library is only able to get the NDEF messages and doesnt give the UID of the card!
859,Is there a reason why this UID is not saved in the Proximity-Device once the NFC card is read?
860,But it has no similar property on UWPs api.
861,You reproduce this on Mobile Build 14393 system.
862,Currently there is no way to attach debugger to already running process via Attach to process on mobile.
863,And sometimes bad bugs like deadlocks happens.
864,And its real pain to investigate them since usually they happen without debugger and on release builds.
865,Windows 10 Mobile is like back box you cant get full access to.
866,Frankly speaking Im surprised that it was not there from the very beginning.
867,All that happens without any real user attendance which makes those triggers useless.
868,In WM5/6 there was an UNATTENDED power state for that situation and there was a way to detect real user interaction with the device.
869,Current behavior of SystemTrigger.UserAway and UserPresent is unexpected.
870,Phone is sleeping with screen turned off
871,Some event occurs (SMS Incoming Call Toast)
872,UserNotificationChangedTrigger fired
873,UserPresent trigger fired
874,After some short timeout screen goes off
875,This is my personal favourite: mobile - file open picker - the app suspends but it cannot be debugged.
876,All sorts of surprises can happen with a complex app.
877,Before UWP CurrentCulture reflected the Regional Settings format and CurrentUICulture reflected the Display Language.
878,We shoulnt have to relly on workaround like this one: https://www.pedrolamas.com/2015/11/02/cultureinfo-changes-in-uwp/
879,It would be a lot like Facebook Messengers chat heads.
880,So many things could be done with it.
881,I found that PhoneTriggerType enum includes useful triggers except the trigger when a call is received.
882,Torch API doesnt work in Lumia with windows phone 8.1 support such as Lumia 830640...
883,Currently UWP have less readable grayscale font smoothing.
884,It makes UWP apps look worse than desktop apps on standard DPI screens.
885,Sometimes Compass.GetDefault() returns null and compass stop working in all apps.
886,To solve I need to restart the phone.
887,In the following MSDN Magazine Article it is mentioned that there are some limits for Voice Command Deffiniton files.
888,I use Windows SAPI quite intensively for an application I have built and many Grammars are easily much bigger than the limits imposed by Cortana.
889,This makes it a bit tricky to port the recognition engine part of the application away from SAPI and towards Cortana since SAPI provides more powerful capabilities for larger sets of commands.
890,Unfortunately I am not going to know all uris the cookies are in without tracking every single domain visited (which is what I currently have to do).
891,I do this so I can clear all Cookies.
892,An API that would take 5 minutes for someone to write up and save me a lot of coding is
893,Or secondary to that a DeleteAllCookies() or ClearCookies() API as that is the only reason I need to get all of them and I cant think of any other use cases to retrieve all cookies.
894,Happy to go either way.
895,User interaction depends on it.
896,Searched up and down to get this done in Windows 10 no success.
897,Similar has been accomplished in pre.
898,used Win CE where MS granted more access to source code.
899,PedestrianFeaturesVisible can be toggle only if MapStyle is set on Road.
900,Currently when using a ControlChannelTrigger with HttpClient you cannot send a HTTPS request without the application getting terminated by the system.
901,I tested using HTTPS and to my surprise it does work with the debugger attached no exceptions get thrown so it is implemented.
902,However termination occurs when the application is NOT connected to the debugger.
903,And exception is raised.
904,If we look at .appx/the new installation mechanism as a much saner version of app installation then the more applications it allows the better.
905,My example: An interactive screen sharing app.
906,As far as I know this wouldnt be possible with Centennial as it exists today but these kinds of apps are still valuable.
907,
908,Not just 12 months.
909,I have a Style targeting a FontIcon control with a Setter for the FontFamily.
910,The open source platform IONIC has such a market place and I think its great !
911,There exist a couple of UWP libraries  but their purpose is not to show beautifully designed apps implementing the material design principles of the framework.
912,As of now UIElement.Clip accepts only RectangleGeometry in UWP applications.
913,When UWP app has a Splash Screen with transparent background color declared in the app manifest desktop renders the accent color while phone renders the background color.
914,I belongs to India and want to register my self in Microsoft developer.
915,I need to pay life time registration fee for this.
916,when try to pay my fee there is only one option to make payment which is Credit Card.
917,No more options are there.
918,I do not have Credit Card therefore unable to make payment.
919,I have all these things but does not have only Credit Card and cause of only this minor reason I am unable to make payment.
920,When games get released on Steam Valve promotes the game for free by displaying it to 1 mln users.
921,Earlier there was option to cumulative download of all the app and now there is now way I can see total number of app downloads till date.
922,A report specially to know how many users have updated to a specific version of the App?
923,On some of my computers I only need the tools for phone deployment such as WinAppDeployCmd.
924,I dont code on all these machines I only need the tools!
925,I copied the tools out separately and they are only 106MB.
926,They work fine without the headers and libraries installed.
927,This feature is really usefull in messaging apps.
928,Is it the right place to report bugs to Microsoft?
929,Why do we need to call bug reports New Ideas?
930,(Administrator: I am listing this one as a bug because I consider it a existing security issue that can be exploited at present but please feel free to categorize it however you see fit as always!)
931,Therefore malicious parties could use any URL/location they would like under their control for the WebAuthenticationBroker.Authenticate* calls to phish the credentials of users of this process as users do not see/understand the URL in which the process is loading the content for the authentication workflow and therefore cannot validate its authenticity.
932,For context here are the steps (as I understand them) that can be used to exploit this process:
933,That is where your creativity comes in!
934,If it works pass the user on to the real sign in page (or better yet simply set cookies on the users session that makes it seem all is OK).
935,9) Rule planet Earth with your new-found powers (OK I made this one up :) )
936,For reference this is based on a thread started in the MSDN forums which you can see here for additional information:
937,Thank you for any consideration!
938,Adding developer revenue or IAP price info to response will allow developers to receive accurate data about their income in requested period.
939,So I can get the SID or the groups of the user.
940,Most companies want to control the access of the user by the active directory.
941,The enterprise application uses this information whether a user got access or not.
942,Please help us out!
943,We are an ISV who live in out of the United States.
944,When we want to set app price Dev Center offers by US Dolloar for base price.
945,(Previous version of dev center was able to set by local currency.
946,This is degraded.)
947,USD is not familiar for us.
948,"(""We use different local currency basically.)"""
949,There is no conversion list between USD and local currency.
950,Microsoft sometimes changes conversion rate due to foreign exchange conversion rate.
951,Because of this it is hard to find expected price by our local currency.
952,Conversion rate seems not constant because of this it is hard to find our expected price.
953,I have certificate in user storage and app storage with same issuer and subject but with different EKU fields.
954,Certificate in user storage is filtered out and thats the one Im interested in.
955,I need to check if its installed already or not and function checking it returned false because of this and I ended up installing new one every time.
956,And none of those duplicates are listed.
957,Today the UI designer could not work because it cannot parse the node.
958,Currently the rates/reviews user submitted in Win10 Insider Preview will be disabled later.
959,And if devs respond to that reviews it will also be deleted.
960,This is ridiculous behavior for both users and devs.
961,If MS will disable rates/reviews sent from Win10 IP disallow users to rate/review.
962,Improvements to Windows Store apps and games visibility
963,Currently it is not possible to export the app download statistics automatically via an API in the Windows dev center.
964,Currently Microsoft doesnt have any specific support for beacons.
965,Beacons are the next generation rulers in the market.
966,As a windows developer I dont see a good future for windows here
967,When ever I contact any manufacturer of beacons they basically hesitate to support windows because the limitation in the windows featurest.
968,We don;t have any separate library for beacons.
969,Beacon also considered as normal bluetooth device.
970,Currently I can only read (that too has many limitations)  I cant communicate.
971,This is a big drawback.
972,We expected this will be solved in windows 10  but not yet.
973,Till now many clients for my company left out windows and they moved to iOS and Android.
974,If this is going to continue then windows will face huge drawback.
975,I have raised many questions related to this in community forum.
976,There was no input from there
977,Im not sure you guys will have a look on this quickly or not.
978,Even if you have a look Im not sure about your priority.
979,Windows wings are currently cut down in this area.
980,In WPF you can use textures and patterns for your app background with the TileBrush class.
981,Since ImageBrush inherits from TileBrush there is a missed property: Tile.
982,In windows forms it is easy to have users print without a dialog and to code the printer output to use a specific paper bin.
983,This functionality is missing in UWP.
984,One of our applications has users print checks from a shared check printer with the check stock in tray 4.
985,Currently the Windows Blog commenting system suffers from a myriad of problems:
986,Conversely with Disqus you get the following benefits:
987,A blog post has been created to discuss these issues at length and you can read that here:
988,While most organizations will allow in-store apps its still going to be very inconvenient to deploy apps through the app store for many reasons.
989,Firstly deployment in the app store requires rigorous testing etc. from Microsoft when the app users wont even be the general public.
990,Secondly we have many versions of the same application deployed to different customers.
991,"Read email access Locally is very important to create professional and amazing apps for UWP apps, please allow us to achieve this!"
992,Watching my app analytics I see *FAR* more devices now have my win10 app than I intended because *updates* still get pushed regardless of the listing settings!
993,If you are professional developer redesign (your company loves this word) the formal business invoice!
994,When Microsoft sends a money between the company for your business partner for example outsourced call center do you use credit card for such payment?
995,It could be something like:
996,for input nodes
997,it would be very very appreciated!
998,I have made an app when I search for it 10 apps pops up and my app isnt any of them.
999,I just chatted to support they told me that it was because the name was too generic.
